"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","arena_id","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name"
"Victimize","{2}{B}",3,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A240e85d3-e495-4877-8609-4b4056c402f7&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Victimize"
"Vito, Thorn of the Dusk Rose","{2}{B}",3,"Whenever you gain life, target opponent loses that much life.
{3}{B}{B}: Creatures you control gain lifelink until end of turn.","1",3,"not_legal","legal","Legendary Creature — Vampire Cleric",NA,NA,NA,NA,NA,"normal",71909,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7336a541-3ae9-4ab2-acb8-f574c0a5b3a9&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Vito, Thorn of the Dusk Rose"
"Void Beckoner","{6}{B}{B}",8,"Deathtouch
Cycling {2}{B} ({2}{B}, Discard this card: Draw a card.)
When you cycle this card, put a deathtouch counter on target creature you control.","8",8,"not_legal","legal","Creature — Nightmare Horror","Cycling","Deathtouch",NA,NA,NA,"normal",71171,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7185e345-d8a1-4dd3-a071-f90f265634b4&unique=prints","uncommon",2,"Not flying","Deathtouch","Not haste","Not vigilance","Creature","Void Beckoner"
"Wound Reflection","{5}{B}",6,"At the beginning of each end step, each opponent loses life equal to the life they lost this turn. (Damage causes loss of life.)",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab09206a4-8b73-4125-8b79-53f6fd511b16&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Wound Reflection"
"Drana, the Last Bloodchief","{3}{B}{B}",5,"Flying
Whenever Drana attacks, defending player chooses a nonlegendary creature card in your graveyard. You return that card to the battlefield with an additional +1/+1 counter on it. The creature is a Vampire in addition to its other types.","4",4,"not_legal","legal","Legendary Creature — Vampire Cleric","Flying",NA,NA,NA,NA,"normal",73294,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3ae3b901-4d36-40e2-b861-26209fa1e823&unique=prints","mythic",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Drana, the Last Bloodchief"
"Pack Leader","{1}{W}",2,"Other Dogs you control get +1/+1.
Whenever this creature attacks, prevent all combat damage that would be dealt this turn to Dogs you control.","2",2,"not_legal","legal","Creature — Dog",NA,NA,NA,NA,NA,"normal",71811,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3701ed34-a97c-4d7b-a15a-4faec02ef24b&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Pack Leader"
"Secret Door","{U}",1,"Defender
{4}{U}: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.)","0",4,"not_legal","legal","Artifact Creature — Wall","Defender"," Venture into the dungeon",NA,NA,NA,"normal",77176,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa53baf90-8d0c-4900-9f24-893ad31628ec&unique=prints","common",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Secret Door"
"Jaded Sell-Sword","{3}{R}",4,"When this creature enters, if mana from a Treasure was spent to cast it, it gains first strike and haste until end of turn.","4",3,"not_legal","legal","Creature — Dragon Warrior",NA,NA,NA,NA,NA,"normal",77257,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af666a990-bd9c-4160-9770-4758fd40ca92&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Jaded Sell-Sword"
"Compelled Duel","{1}{G}",2,"Target creature gets +3/+3 until end of turn and must be blocked this turn if able.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal",77283,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A256cc907-2a13-4f43-9d37-2e52034cdaf4&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Compelled Duel"
"Sepulcher Ghoul","{1}{B}",2,"Sacrifice another creature: This creature gets +2/+2 until end of turn. Activate only once each turn.","2",1,"not_legal","legal","Creature — Zombie",NA,NA,NA,NA,NA,"normal",77223,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A04936cc9-c915-4182-b84a-3491d26be548&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Sepulcher Ghoul"
"Arborea Pegasus","{3}{W}",4,"Flying
When this creature enters, target creature gets +1/+1 and gains flying until end of turn.","2",3,"not_legal","legal","Creature — Pegasus","Flying",NA,NA,NA,NA,"normal",77107,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9a17452d-3adb-42ec-99f8-0083740cefa0&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Arborea Pegasus"
"Rimeshield Frost Giant","{3}{U}{U}",5,"Ward {3} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {3}.)","4",5,"not_legal","legal","Creature — Giant Warrior","Ward",NA,NA,NA,NA,"normal",77174,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aec47cf67-2580-464f-8118-7eabea5be11c&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Rimeshield Frost Giant"
"Spare Dagger","{1}",1,"Equipped creature gets +1/+0 and has ""Whenever this creature attacks, you may sacrifice Spare Dagger. When you do, this creature deals 1 damage to any target.""
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,"not_legal","legal","Artifact — Equipment","Equip",NA,NA,NA,NA,"normal",77355,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad895df97-e7e7-4f15-a79b-0ce8f1a252d3&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Spare Dagger"
"Intrepid Outlander","{1}{G}",2,"Reach
Pack tactics — Whenever this creature attacks, if you attacked with creatures with total power 6 or greater this combat, venture into the dungeon. (Enter the first room or advance to the next room.)","2",3,"not_legal","legal","Creature — Orc Ranger","Pack tactics"," Reach"," Venture into the dungeon",NA,NA,"normal",77296,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aff8d3532-bf4f-4209-ac01-351ddc9b9423&unique=prints","uncommon",3,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Intrepid Outlander"
"Hama Pashar, Ruin Seeker","{1}{W}{U}",3,"Room abilities of dungeons you own trigger an additional time.","2",3,"not_legal","legal","Legendary Creature — Human Wizard",NA,NA,NA,NA,NA,"normal",77329,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac7371040-160c-4502-b7f9-77b7f54cc020&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Hama Pashar, Ruin Seeker"
"Skullport Merchant","{2}{B}",3,"When this creature enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
{1}{B}, Sacrifice another creature or a Treasure: Draw a card.","1",4,"not_legal","legal","Creature — Dwarf Citizen","Treasure",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A64ed5c35-8185-4e68-8028-b7b632ef5828&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Skullport Merchant"
"Hive of the Eye Tyrant","",0,"If you control two or more other lands, this land enters tapped.
{T}: Add {B}.
{3}{B}: Until end of turn, this land becomes a 3/3 black Beholder creature with menace and ""Whenever this creature attacks, exile target card from defending player's graveyard."" It's still a land.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",77363,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad17163d4-dd43-4de6-b7cf-576448160b7f&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Hive of the Eye Tyrant"
"Farideh's Fireball","{3}{R}{R}",5,"Farideh's Fireball deals 5 damage to target creature or planeswalker. Roll a d20.
1—9 | Farideh's Fireball deals 2 damage to each player.
10—20 | Farideh's Fireball deals 2 damage to each opponent.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal",77247,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A927d74c4-afe0-4856-9a02-c3fca9535c2f&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Faridehs Fireball"
"Hill Giant Herdgorger","{4}{G}{G}",6,"When this creature enters, you gain 3 life.","7",6,"not_legal","legal","Creature — Giant",NA,NA,NA,NA,NA,"normal",77292,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A05c5752a-6ccb-45ff-bb85-5f89efd5944b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Hill Giant Herdgorger"
"Hoard Robber","{1}{B}",2,"Whenever this creature deals combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")","1",3,"not_legal","legal","Creature — Tiefling Rogue","Treasure",NA,NA,NA,NA,"normal",77215,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1a04f70c-288d-4010-a6d5-24e9778b9b45&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Hoard Robber"
"Delver's Torch","{1}{W}",2,"Equipped creature gets +1/+1.
Whenever equipped creature attacks, venture into the dungeon. (Enter the first room or advance to the next room.)
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,"not_legal","legal","Artifact — Equipment","Equip"," Venture into the dungeon",NA,NA,NA,"normal",77115,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa1c8b833-8c74-4f95-8a47-1dd41ef99361&unique=prints","common",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Delvers Torch"
"Air-Cult Elemental","{4}{U}{U}",6,"Flying
Whirlwind — When this creature enters, return up to one other target creature to its owner's hand.","2",5,"not_legal","legal","Creature — Elemental","Flying",NA,NA,NA,NA,"normal",77150,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6ec2d957-c6d9-469f-8190-8b621c490238&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Air-Cult Elemental"
"You See a Guard Approach","{U}",1,"Choose one —
• Distract the Guard — Tap target creature.
• Hide — Target creature you control gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal",77190,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A49aa87c7-034b-409d-b37f-50db6a42e533&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","You See a Guard Approach"
"Dire Wolf Prowler","{2}{G}",3,"{1}{G}: This creature gets +2/+2 and gains haste until end of turn. Activate only once each turn.","2",2,"not_legal","legal","Creature — Wolf",NA,NA,NA,NA,NA,"normal",77284,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad558b465-75c6-450e-b1f2-5843ad67de71&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Dire Wolf Prowler"
"Kick in the Door","{R}",1,"Put a +1/+1 counter on target creature. That creature gains haste until end of turn and can't be blocked by Walls this turn. Venture into the dungeon. (Enter the first room or advance to the next room.)",NA,NA,"not_legal","legal","Sorcery","Venture into the dungeon",NA,NA,NA,NA,"normal",77258,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad3278ddb-c198-450d-946e-8547e5c96dd1&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Kick in the Door"
"Prosperous Innkeeper","{1}{G}",2,"When this creature enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Whenever another creature you control enters, you gain 1 life.","1",1,"not_legal","legal","Creature — Halfling Citizen","Treasure",NA,NA,NA,NA,"normal",77305,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ada785227-cf8a-4d44-9e7c-fc909ea868f2&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Prosperous Innkeeper"
"Power of Persuasion","{2}{U}",3,"Choose target creature an opponent controls, then roll a d20.
1—9 | Return it to its owner's hand.
10—19 | Its owner puts it on their choice of the top or bottom of their library.
20 | Gain control of it until the end of your next turn.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal",77172,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5c615c99-77b7-4bea-9286-1e8d257153fb&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Power of Persuasion"
"Eccentric Apprentice","{2}{U}",3,"Flying
When this creature enters, venture into the dungeon. (Enter the first room or advance to the next room.)
At the beginning of combat on your turn, if you've completed a dungeon, up to one target creature becomes a Bird with base power and toughness 1/1 and flying until end of turn.","2",2,"not_legal","legal","Creature — Tiefling Wizard","Flying"," Venture into the dungeon",NA,NA,NA,"normal",77162,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A27dbe95e-6274-416a-a45b-a2a0a64d5403&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Eccentric Apprentice"
"Xorn","{2}{R}",3,"If you would create one or more Treasure tokens, instead create those tokens plus an additional Treasure token.","3",2,"not_legal","legal","Creature — Elemental","Treasure",NA,NA,NA,NA,"normal",77272,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A11d8fab8-93af-4291-80bd-cf9436e99f4b&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Xorn"
"Lurking Roper","{2}{G}",3,"This creature doesn't untap during your untap step.
Whenever you gain life, untap this creature.","4",5,"not_legal","legal","Creature — Horror",NA,NA,NA,NA,NA,"normal",77299,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A61f3e964-6bea-4543-992e-3e36404bf628&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Lurking Roper"
"Chandra, Dressed to Kill","{1}{R}{R}",3,"+1: Add {R}. Chandra deals 1 damage to up to one target player or planeswalker.
+1: Exile the top card of your library. If it's red, you may cast it this turn.
−7: Exile the top five cards of your library. You may cast red spells from among them this turn. You get an emblem with ""Whenever you cast a red spell, this emblem deals X damage to any target, where X is the amount of mana spent to cast that spell.""",NA,NA,"not_legal","legal","Legendary Planeswalker — Chandra",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4686f776-2055-470c-bd99-7c4bb32902c0&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Planeswalker","Chandra, Dressed to Kill"
"Sheoldred, the Apocalypse","{2}{B}{B}",4,"Deathtouch
Whenever you draw a card, you gain 2 life.
Whenever an opponent draws a card, they lose 2 life.","4",5,"legal","legal","Legendary Creature — Phyrexian Praetor","Deathtouch",NA,NA,NA,NA,"normal",82159,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A34f34409-326d-4994-a0ea-1a69aa278f03&unique=prints","mythic",1,"Not flying","Deathtouch","Not haste","Not vigilance","Creature","Sheoldred, the Apocalypse"
